FY,County,Category,Value,LastReportedDate,
2011,Anderson,Per 1,000 people,52,2018-05-17 00:00:00.0000000
2011,Anderson,Total served,508,2018-05-17 00:00:00.0000000
2011,Bedford,Per 1,000 people,37,2018-05-17 00:00:00.0000000
2011,Bedford,Total served,211,2018-05-17 00:00:00.0000000
2011,Benton,Per 1,000 people,45,2018-05-17 00:00:00.0000000
2011,Benton,Total served,136,2018-05-17 00:00:00.0000000
2011,Bledsoe,Per 1,000 people,21,2018-05-17 00:00:00.0000000
2011,Bledsoe,Total served,63,2018-05-17 00:00:00.0000000
2011,Blount,Per 1,000 people,50,2018-05-17 00:00:00.0000000
2011,Blount,Total served,678,2018-05-17 00:00:00.0000000
2011,Bradley,Per 1,000 people,22,2018-05-17 00:00:00.0000000
2011,Bradley,Total served,322,2018-05-17 00:00:00.0000000
2011,Campbell,Per 1,000 people,34,2018-05-17 00:00:00.0000000
2011,Campbell,Total served,238,2018-05-17 00:00:00.0000000
2011,Cannon,Per 1,000 people,23,2018-05-17 00:00:00.0000000
2011,Cannon,Total served,42,2018-05-17 00:00:00.0000000
2011,Carroll,Per 1,000 people,47,2018-05-17 00:00:00.0000000
2011,Carroll,Total served,214,2018-05-17 00:00:00.0000000
2011,Carter,Per 1,000 people,20,2018-05-17 00:00:00.0000000
2011,Carter,Total served,218,2018-05-17 00:00:00.0000000
2011,Cheatham,Per 1,000 people,27,2018-05-17 00:00:00.0000000
2011,Cheatham,Total served,113,2018-05-17 00:00:00.0000000
2011,Chester,Per 1,000 people,27,2018-05-17 00:00:00.0000000
2011,Chester,Total served,66,2018-05-17 00:00:00.0000000
2011,Claiborne,Per 1,000 people,48,2018-05-17 00:00:00.0000000
2011,Claiborne,Total served,275,2018-05-17 00:00:00.0000000
2011,Clay,Per 1,000 people,18,2018-05-17 00:00:00.0000000
2011,Clay,Total served,29,2018-05-17 00:00:00.0000000
2011,Cocke,Per 1,000 people,66,2018-05-17 00:00:00.0000000
2011,Cocke,Total served,465,2018-05-17 00:00:00.0000000
2011,Coffee,Per 1,000 people,42,2018-05-17 00:00:00.0000000
2011,Coffee,Total served,277,2018-05-17 00:00:00.0000000
2011,Crockett,Per 1,000 people,28,2018-05-17 00:00:00.0000000
2011,Crockett,Total served,57,2018-05-17 00:00:00.0000000
2011,Cumberland,Per 1,000 people,34,2018-05-17 00:00:00.0000000
2011,Cumberland,Total served,252,2018-05-17 00:00:00.0000000
2011,Davidson,Per 1,000 people,35,2018-05-17 00:00:00.0000000
2011,Davidson,Total served,3133,2018-05-17 00:00:00.0000000
2011,Decatur,Per 1,000 people,44,2018-05-17 00:00:00.0000000
2011,Decatur,Total served,84,2018-05-17 00:00:00.0000000
2011,DeKalb,Per 1,000 people,32,2018-05-17 00:00:00.0000000
2011,DeKalb,Total served,109,2018-05-17 00:00:00.0000000
2011,Dickson,Per 1,000 people,48,2018-05-17 00:00:00.0000000
2011,Dickson,Total served,303,2018-05-17 00:00:00.0000000
2011,Dyer,Per 1,000 people,67,2018-05-17 00:00:00.0000000
2011,Dyer,Total served,364,2018-05-17 00:00:00.0000000
2011,Fayette,Per 1,000 people,28,2018-05-17 00:00:00.0000000
2011,Fayette,Total served,128,2018-05-17 00:00:00.0000000
2011,Fentress,Per 1,000 people,20,2018-05-17 00:00:00.0000000
2011,Fentress,Total served,71,2018-05-17 00:00:00.0000000
2011,Franklin,Per 1,000 people,30,2018-05-17 00:00:00.0000000
2011,Franklin,Total served,171,2018-05-17 00:00:00.0000000
2011,Gibson,Per 1,000 people,59,2018-05-17 00:00:00.0000000
2011,Gibson,Total served,385,2018-05-17 00:00:00.0000000
2011,Giles,Per 1,000 people,60,2018-05-17 00:00:00.0000000
2011,Giles,Total served,241,2018-05-17 00:00:00.0000000
2011,Grainger,Per 1,000 people,38,2018-05-17 00:00:00.0000000
2011,Grainger,Total served,144,2018-05-17 00:00:00.0000000
2011,Greene,Per 1,000 people,62,2018-05-17 00:00:00.0000000
2011,Greene,Total served,645,2018-05-17 00:00:00.0000000
2011,Grundy,Per 1,000 people,17,2018-05-17 00:00:00.0000000
2011,Grundy,Total served,53,2018-05-17 00:00:00.0000000
2011,Hamblen,Per 1,000 people,44,2018-05-17 00:00:00.0000000
2011,Hamblen,Total served,455,2018-05-17 00:00:00.0000000
2011,Hamilton,Per 1,000 people,38,2018-05-17 00:00:00.0000000
2011,Hamilton,Total served,1566,2018-05-17 00:00:00.0000000
2011,Hancock,Per 1,000 people,42,2018-05-17 00:00:00.0000000
2011,Hancock,Total served,59,2018-05-17 00:00:00.0000000
2011,Hardeman,Per 1,000 people,33,2018-05-17 00:00:00.0000000
2011,Hardeman,Total served,154,2018-05-17 00:00:00.0000000
2011,Hardin,Per 1,000 people,30,2018-05-17 00:00:00.0000000
2011,Hardin,Total served,138,2018-05-17 00:00:00.0000000
2011,Hawkins,Per 1,000 people,38,2018-05-17 00:00:00.0000000
2011,Hawkins,Total served,325,2018-05-17 00:00:00.0000000
2011,Haywood,Per 1,000 people,44,2018-05-17 00:00:00.0000000
2011,Haywood,Total served,128,2018-05-17 00:00:00.0000000
2011,Henderson,Per 1,000 people,70,2018-05-17 00:00:00.0000000
2011,Henderson,Total served,294,2018-05-17 00:00:00.0000000
2011,Henry,Per 1,000 people,54,2018-05-17 00:00:00.0000000
2011,Henry,Total served,258,2018-05-17 00:00:00.0000000
2011,Hickman,Per 1,000 people,34,2018-05-17 00:00:00.0000000
2011,Hickman,Total served,154,2018-05-17 00:00:00.0000000
2011,Houston,Per 1,000 people,26,2018-05-17 00:00:00.0000000
2011,Houston,Total served,33,2018-05-17 00:00:00.0000000
2011,Humphreys,Per 1,000 people,39,2018-05-17 00:00:00.0000000
2011,Humphreys,Total served,101,2018-05-17 00:00:00.0000000
2011,Jackson,Per 1,000 people,10,2018-05-17 00:00:00.0000000
2011,Jackson,Total served,68,2018-05-17 00:00:00.0000000
2011,Jefferson,Per 1,000 people,118,2018-05-17 00:00:00.0000000
2011,Jefferson,Total served,286,2018-05-17 00:00:00.0000000
2011,Johnson,Per 1,000 people,20,2018-05-17 00:00:00.0000000
2011,Johnson,Total served,77,2018-05-17 00:00:00.0000000
2011,Knox,Per 1,000 people,56,2018-05-17 00:00:00.0000000
2011,Knox,Total served,3303,2018-05-17 00:00:00.0000000
2011,Lake,Per 1,000 people,14,2018-05-17 00:00:00.0000000
2011,Lake,Total served,24,2018-05-17 00:00:00.0000000
2011,Lauderdale,Per 1,000 people,38,2018-05-17 00:00:00.0000000
2011,Lauderdale,Total served,196,2018-05-17 00:00:00.0000000
2011,Lawrence,Per 1,000 people,44,2018-05-17 00:00:00.0000000
2011,Lawrence,Total served,270,2018-05-17 00:00:00.0000000
2011,Lewis,Per 1,000 people,52,2018-05-17 00:00:00.0000000
2011,Lewis,Total served,97,2018-05-17 00:00:00.0000000
2011,Lincoln,Per 1,000 people,34,2018-05-17 00:00:00.0000000
2011,Lincoln,Total served,162,2018-05-17 00:00:00.0000000
2011,Loudon,Per 1,000 people,54,2018-05-17 00:00:00.0000000
2011,Loudon,Total served,275,2018-05-17 00:00:00.0000000
2011,Macon,Per 1,000 people,30,2018-05-17 00:00:00.0000000
2011,Macon,Total served,101,2018-05-17 00:00:00.0000000
2011,Madison,Per 1,000 people,39,2018-05-17 00:00:00.0000000
2011,Madison,Total served,558,2018-05-17 00:00:00.0000000
2011,Marion,Per 1,000 people,34,2018-05-17 00:00:00.0000000
2011,Marion,Total served,148,2018-05-17 00:00:00.0000000
2011,Marshall,Per 1,000 people,84,2018-05-17 00:00:00.0000000
2011,Marshall,Total served,306,2018-05-17 00:00:00.0000000
2011,Maury,Per 1,000 people,62,2018-05-17 00:00:00.0000000
2011,Maury,Total served,629,2018-05-17 00:00:00.0000000
2011,McMinn,Per 1,000 people,205,2018-05-17 00:00:00.0000000
2011,McMinn,Total served,388,2018-05-17 00:00:00.0000000
2011,McNairy,Per 1,000 people,18,2018-05-17 00:00:00.0000000
2011,McNairy,Total served,147,2018-05-17 00:00:00.0000000
2011,Meigs,Per 1,000 people,16,2018-05-17 00:00:00.0000000
2011,Meigs,Total served,79,2018-05-17 00:00:00.0000000
2011,Monroe,Per 1,000 people,39,2018-05-17 00:00:00.0000000
2011,Monroe,Total served,255,2018-05-17 00:00:00.0000000
2011,Montgomery,Per 1,000 people,1724,2018-05-17 00:00:00.0000000
2011,Montgomery,Total served,900,2018-05-17 00:00:00.0000000
2011,Moore,Per 1,000 people,1,2018-05-17 00:00:00.0000000
2011,Moore,Total served,13,2018-05-17 00:00:00.0000000
2011,Morgan,Per 1,000 people,7,2018-05-17 00:00:00.0000000
2011,Morgan,Total served,28,2018-05-17 00:00:00.0000000
2011,Obion,Per 1,000 people,58,2018-05-17 00:00:00.0000000
2011,Obion,Total served,289,2018-05-17 00:00:00.0000000
2011,Overton,Per 1,000 people,22,2018-05-17 00:00:00.0000000
2011,Overton,Total served,75,2018-05-17 00:00:00.0000000
2011,Perry,Per 1,000 people,20,2018-05-17 00:00:00.0000000
2011,Perry,Total served,33,2018-05-17 00:00:00.0000000
2011,Pickett,Per 1,000 people,10,2018-05-17 00:00:00.0000000
2011,Pickett,Total served,7,2018-05-17 00:00:00.0000000
2011,Polk,Per 1,000 people,29,2018-05-17 00:00:00.0000000
2011,Polk,Total served,70,2018-05-17 00:00:00.0000000
2011,Putnam,Per 1,000 people,28,2018-05-17 00:00:00.0000000
2011,Putnam,Total served,418,2018-05-17 00:00:00.0000000
2011,Rhea,Per 1,000 people,48,2018-05-17 00:00:00.0000000
2011,Rhea,Total served,268,2018-05-17 00:00:00.0000000
2011,Roane,Per 1,000 people,30,2018-05-17 00:00:00.0000000
2011,Roane,Total served,211,2018-05-17 00:00:00.0000000
2011,Robertson,Per 1,000 people,64,2018-05-17 00:00:00.0000000
2011,Robertson,Total served,349,2018-05-17 00:00:00.0000000
2011,Rutherford,Per 1,000 people,30,2018-05-17 00:00:00.0000000
2011,Rutherford,Total served,895,2018-05-17 00:00:00.0000000
2011,Scott,Per 1,000 people,23,2018-05-17 00:00:00.0000000
2011,Scott,Total served,110,2018-05-17 00:00:00.0000000
2011,Sequatchie,Per 1,000 people,27,2018-05-17 00:00:00.0000000
2011,Sequatchie,Total served,53,2018-05-17 00:00:00.0000000
2011,Sevier,Per 1,000 people,34,2018-05-17 00:00:00.0000000
2011,Sevier,Total served,393,2018-05-17 00:00:00.0000000
2011,Shelby,Per 1,000 people,23,2018-05-17 00:00:00.0000000
2011,Shelby,Total served,3246,2018-05-17 00:00:00.0000000
2011,Smith,Per 1,000 people,31,2018-05-17 00:00:00.0000000
2011,Smith,Total served,79,2018-05-17 00:00:00.0000000
2011,Stewart,Per 1,000 people,18,2018-05-17 00:00:00.0000000
2011,Stewart,Total served,34,2018-05-17 00:00:00.0000000
2011,Sullivan,Per 1,000 people,41,2018-05-17 00:00:00.0000000
2011,Sullivan,Total served,844,2018-05-17 00:00:00.0000000
2011,Sumner,Per 1,000 people,53,2018-05-17 00:00:00.0000000
2011,Sumner,Total served,704,2018-05-17 00:00:00.0000000
2011,Tennessee,Per 1,000 people,5,2018-05-17 00:00:00.0000000
2011,Tennessee,Total served,32618,2018-05-17 00:00:00.0000000
2011,Tipton,Per 1,000 people,44,2018-05-17 00:00:00.0000000
2011,Tipton,Total served,285,2018-05-17 00:00:00.0000000
2011,Trousdale,Per 1,000 people,35,2018-05-17 00:00:00.0000000
2011,Trousdale,Total served,33,2018-05-17 00:00:00.0000000
2011,Unicoi,Per 1,000 people,24,2018-05-17 00:00:00.0000000
2011,Unicoi,Total served,74,2018-05-17 00:00:00.0000000
2011,Union,Per 1,000 people,62,2018-05-17 00:00:00.0000000
2011,Union,Total served,213,2018-05-17 00:00:00.0000000
2011,VanBuren,Per 1,000 people,29,2018-05-17 00:00:00.0000000
2011,VanBuren,Total served,23,2018-05-17 00:00:00.0000000
2011,Warren,Per 1,000 people,48,2018-05-17 00:00:00.0000000
2011,Warren,Total served,299,2018-05-17 00:00:00.0000000
2011,Washington,Per 1,000 people,37,2018-05-17 00:00:00.0000000
2011,Washington,Total served,656,2018-05-17 00:00:00.0000000
2011,Wayne,Per 1,000 people,40,2018-05-17 00:00:00.0000000
2011,Wayne,Total served,95,2018-05-17 00:00:00.0000000
2011,Weakley,Per 1,000 people,35,2018-05-17 00:00:00.0000000
2011,Weakley,Total served,186,2018-05-17 00:00:00.0000000
2011,White,Per 1,000 people,37,2018-05-17 00:00:00.0000000
2011,White,Total served,143,2018-05-17 00:00:00.0000000
2011,Williamson,Per 1,000 people,17,2018-05-17 00:00:00.0000000
2011,Williamson,Total served,146,2018-05-17 00:00:00.0000000
2011,Wilson,Per 1,000 people,44,2018-05-17 00:00:00.0000000
2011,Wilson,Total served,417,2018-05-17 00:00:00.0000000
2012,Anderson,Per 1,000 people,49,2018-05-17 00:00:00.0000000
2012,Anderson,Total served,475,2018-05-17 00:00:00.0000000
2012,Bedford,Per 1,000 people,40,2018-05-17 00:00:00.0000000
2012,Bedford,Total served,227,2018-05-17 00:00:00.0000000
2012,Benton,Per 1,000 people,41,2018-05-17 00:00:00.0000000
2012,Benton,Total served,122,2018-05-17 00:00:00.0000000
2012,Bledsoe,Per 1,000 people,17,2018-05-17 00:00:00.0000000
2012,Bledsoe,Total served,50,2018-05-17 00:00:00.0000000
2012,Blount,Per 1,000 people,53,2018-05-17 00:00:00.0000000
2012,Blount,Total served,722,2018-05-17 00:00:00.0000000
2012,Bradley,Per 1,000 people,23,2018-05-17 00:00:00.0000000
2012,Bradley,Total served,327,2018-05-17 00:00:00.0000000
2012,Campbell,Per 1,000 people,38,2018-05-17 00:00:00.0000000
2012,Campbell,Total served,264,2018-05-17 00:00:00.0000000
2012,Cannon,Per 1,000 people,33,2018-05-17 00:00:00.0000000
2012,Cannon,Total served,60,2018-05-17 00:00:00.0000000
2012,Carroll,Per 1,000 people,40,2018-05-17 00:00:00.0000000
2012,Carroll,Total served,184,2018-05-17 00:00:00.0000000
2012,Carter,Per 1,000 people,16,2018-05-17 00:00:00.0000000
2012,Carter,Total served,177,2018-05-17 00:00:00.0000000
2012,Cheatham,Per 1,000 people,31,2018-05-17 00:00:00.0000000
2012,Cheatham,Total served,130,2018-05-17 00:00:00.0000000
2012,Chester,Per 1,000 people,30,2018-05-17 00:00:00.0000000
2012,Chester,Total served,72,2018-05-17 00:00:00.0000000
2012,Claiborne,Per 1,000 people,52,2018-05-17 00:00:00.0000000
2012,Claiborne,Total served,297,2018-05-17 00:00:00.0000000
2012,Clay,Per 1,000 people,14,2018-05-17 00:00:00.0000000
2012,Clay,Total served,23,2018-05-17 00:00:00.0000000
2012,Cocke,Per 1,000 people,65,2018-05-17 00:00:00.0000000
2012,Cocke,Total served,459,2018-05-17 00:00:00.0000000
2012,Coffee,Per 1,000 people,53,2018-05-17 00:00:00.0000000
2012,Coffee,Total served,347,2018-05-17 00:00:00.0000000
2012,Crockett,Per 1,000 people,28,2018-05-17 00:00:00.0000000
2012,Crockett,Total served,57,2018-05-17 00:00:00.0000000
2012,Cumberland,Per 1,000 people,31,2018-05-17 00:00:00.0000000
2012,Cumberland,Total served,232,2018-05-17 00:00:00.0000000
2012,Davidson,Per 1,000 people,38,2018-05-17 00:00:00.0000000
2012,Davidson,Total served,3368,2018-05-17 00:00:00.0000000
2012,Decatur,Per 1,000 people,42,2018-05-17 00:00:00.0000000
2012,Decatur,Total served,79,2018-05-17 00:00:00.0000000
2012,DeKalb,Per 1,000 people,29,2018-05-17 00:00:00.0000000
2012,DeKalb,Total served,99,2018-05-17 00:00:00.0000000
2012,Dickson,Per 1,000 people,52,2018-05-17 00:00:00.0000000
2012,Dickson,Total served,327,2018-05-17 00:00:00.0000000
2012,Dyer,Per 1,000 people,66,2018-05-17 00:00:00.0000000
2012,Dyer,Total served,355,2018-05-17 00:00:00.0000000
2012,Fayette,Per 1,000 people,28,2018-05-17 00:00:00.0000000
2012,Fayette,Total served,128,2018-05-17 00:00:00.0000000
2012,Fentress,Per 1,000 people,24,2018-05-17 00:00:00.0000000
2012,Fentress,Total served,86,2018-05-17 00:00:00.0000000
2012,Franklin,Per 1,000 people,31,2018-05-17 00:00:00.0000000
2012,Franklin,Total served,177,2018-05-17 00:00:00.0000000
2012,Gibson,Per 1,000 people,62,2018-05-17 00:00:00.0000000
2012,Gibson,Total served,406,2018-05-17 00:00:00.0000000
2012,Giles,Per 1,000 people,64,2018-05-17 00:00:00.0000000
2012,Giles,Total served,255,2018-05-17 00:00:00.0000000
2012,Grainger,Per 1,000 people,35,2018-05-17 00:00:00.0000000
2012,Grainger,Total served,132,2018-05-17 00:00:00.0000000
2012,Greene,Per 1,000 people,60,2018-05-17 00:00:00.0000000
2012,Greene,Total served,627,2018-05-17 00:00:00.0000000
2012,Grundy,Per 1,000 people,17,2018-05-17 00:00:00.0000000
2012,Grundy,Total served,51,2018-05-17 00:00:00.0000000
2012,Hamblen,Per 1,000 people,49,2018-05-17 00:00:00.0000000
2012,Hamblen,Total served,507,2018-05-17 00:00:00.0000000
2012,Hamilton,Per 1,000 people,36,2018-05-17 00:00:00.0000000
2012,Hamilton,Total served,1507,2018-05-17 00:00:00.0000000
2012,Hancock,Per 1,000 people,52,2018-05-17 00:00:00.0000000
2012,Hancock,Total served,73,2018-05-17 00:00:00.0000000
2012,Hardeman,Per 1,000 people,33,2018-05-17 00:00:00.0000000
2012,Hardeman,Total served,155,2018-05-17 00:00:00.0000000
2012,Hardin,Per 1,000 people,31,2018-05-17 00:00:00.0000000
2012,Hardin,Total served,143,2018-05-17 00:00:00.0000000
2012,Hawkins,Per 1,000 people,37,2018-05-17 00:00:00.0000000
2012,Hawkins,Total served,322,2018-05-17 00:00:00.0000000
2012,Haywood,Per 1,000 people,40,2018-05-17 00:00:00.0000000
2012,Haywood,Total served,115,2018-05-17 00:00:00.0000000
2012,Henderson,Per 1,000 people,75,2018-05-17 00:00:00.0000000
2012,Henderson,Total served,312,2018-05-17 00:00:00.0000000
2012,Henry,Per 1,000 people,46,2018-05-17 00:00:00.0000000
2012,Henry,Total served,220,2018-05-17 00:00:00.0000000
2012,Hickman,Per 1,000 people,35,2018-05-17 00:00:00.0000000
2012,Hickman,Total served,162,2018-05-17 00:00:00.0000000
2012,Houston,Per 1,000 people,22,2018-05-17 00:00:00.0000000
2012,Houston,Total served,28,2018-05-17 00:00:00.0000000
2012,Humphreys,Per 1,000 people,38,2018-05-17 00:00:00.0000000
2012,Humphreys,Total served,98,2018-05-17 00:00:00.0000000
2012,Jackson,Per 1,000 people,10,2018-05-17 00:00:00.0000000
2012,Jackson,Total served,67,2018-05-17 00:00:00.0000000
2012,Jefferson,Per 1,000 people,120,2018-05-17 00:00:00.0000000
2012,Jefferson,Total served,291,2018-05-17 00:00:00.0000000
2012,Johnson,Per 1,000 people,19,2018-05-17 00:00:00.0000000
2012,Johnson,Total served,73,2018-05-17 00:00:00.0000000
2012,Knox,Per 1,000 people,57,2018-05-17 00:00:00.0000000
2012,Knox,Total served,3410,2018-05-17 00:00:00.0000000
2012,Lake,Per 1,000 people,10,2018-05-17 00:00:00.0000000
2012,Lake,Total served,17,2018-05-17 00:00:00.0000000
2012,Lauderdale,Per 1,000 people,48,2018-05-17 00:00:00.0000000
2012,Lauderdale,Total served,248,2018-05-17 00:00:00.0000000
2012,Lawrence,Per 1,000 people,49,2018-05-17 00:00:00.0000000
2012,Lawrence,Total served,299,2018-05-17 00:00:00.0000000
2012,Lewis,Per 1,000 people,46,2018-05-17 00:00:00.0000000
2012,Lewis,Total served,86,2018-05-17 00:00:00.0000000
2012,Lincoln,Per 1,000 people,36,2018-05-17 00:00:00.0000000
2012,Lincoln,Total served,171,2018-05-17 00:00:00.0000000
2012,Loudon,Per 1,000 people,47,2018-05-17 00:00:00.0000000
2012,Loudon,Total served,240,2018-05-17 00:00:00.0000000
2012,Macon,Per 1,000 people,35,2018-05-17 00:00:00.0000000
2012,Macon,Total served,117,2018-05-17 00:00:00.0000000
2012,Madison,Per 1,000 people,43,2018-05-17 00:00:00.0000000
2012,Madison,Total served,607,2018-05-17 00:00:00.0000000
2012,Marion,Per 1,000 people,33,2018-05-17 00:00:00.0000000
2012,Marion,Total served,144,2018-05-17 00:00:00.0000000
2012,Marshall,Per 1,000 people,87,2018-05-17 00:00:00.0000000
2012,Marshall,Total served,315,2018-05-17 00:00:00.0000000
2012,Maury,Per 1,000 people,65,2018-05-17 00:00:00.0000000
2012,Maury,Total served,655,2018-05-17 00:00:00.0000000
2012,McMinn,Per 1,000 people,196,2018-05-17 00:00:00.0000000
2012,McMinn,Total served,371,2018-05-17 00:00:00.0000000
2012,McNairy,Per 1,000 people,19,2018-05-17 00:00:00.0000000
2012,McNairy,Total served,158,2018-05-17 00:00:00.0000000
2012,Meigs,Per 1,000 people,17,2018-05-17 00:00:00.0000000
2012,Meigs,Total served,82,2018-05-17 00:00:00.0000000
2012,Monroe,Per 1,000 people,38,2018-05-17 00:00:00.0000000
2012,Monroe,Total served,251,2018-05-17 00:00:00.0000000
2012,Montgomery,Per 1,000 people,1985,2018-05-17 00:00:00.0000000
2012,Montgomery,Total served,1036,2018-05-17 00:00:00.0000000
2012,Moore,Per 1,000 people,1,2018-05-17 00:00:00.0000000
2012,Moore,Total served,19,2018-05-17 00:00:00.0000000
2012,Morgan,Per 1,000 people,9,2018-05-17 00:00:00.0000000
2012,Morgan,Total served,40,2018-05-17 00:00:00.0000000
2012,Obion,Per 1,000 people,55,2018-05-17 00:00:00.0000000
2012,Obion,Total served,276,2018-05-17 00:00:00.0000000
2012,Overton,Per 1,000 people,23,2018-05-17 00:00:00.0000000
2012,Overton,Total served,78,2018-05-17 00:00:00.0000000
2012,Perry,Per 1,000 people,18,2018-05-17 00:00:00.0000000
2012,Perry,Total served,30,2018-05-17 00:00:00.0000000
2012,Pickett,Per 1,000 people,10,2018-05-17 00:00:00.0000000
2012,Pickett,Total served,7,2018-05-17 00:00:00.0000000
2012,Polk,Per 1,000 people,25,2018-05-17 00:00:00.0000000
2012,Polk,Total served,62,2018-05-17 00:00:00.0000000
2012,Putnam,Per 1,000 people,29,2018-05-17 00:00:00.0000000
2012,Putnam,Total served,435,2018-05-17 00:00:00.0000000
2012,Rhea,Per 1,000 people,47,2018-05-17 00:00:00.0000000
